Stof,Bedrijf,Jaar,Hoeveelheid,Eenheid
Methaan,RWZI Leidsche Rijn,2022,32,kg CO₂-eq
Tolueen,RWZI Leidsche Rijn,2022,43,kg
NMVOS,RWZI Leidsche Rijn,2022,115,kg
Distikstofoxide,RWZI Leidsche Rijn,2022,9678,kg
Koolstofdioxide,RWZI Leidsche Rijn,2022,11461,kg CO₂-eq
Koolstofdioxide,RWZI Leidsche Rijn,2022,11461,kg
Methaan,RWZI Leidsche Rijn,2022,32714,kg
VOS,RWZI Leidsche Rijn,2022,32829,kg
Methaan,RWZI Leidsche Rijn,2022,915983,kg CO₂-eq
Distikstofoxide,RWZI Leidsche Rijn,2022,2564647,kg CO₂-eq
Koolstofdioxide,RWZI Leidsche Rijn,2022,4796611,kg CO₂-eq
Koolstofdioxide,RWZI Leidsche Rijn,2022,4796611,kg
Distikstofoxide,RWZI Leimuiden,2022,1,kg CO₂-eq
Koolstofmonoxide,RWZI Leimuiden,2022,1,kg
Stikstofoxiden (als NO2),RWZI Leimuiden,2022,1,kg
Tolueen,RWZI Leimuiden,2022,3,kg
Methaan,RWZI Leimuiden,2022,8,kg CO₂-eq
NMVOS,RWZI Leimuiden,2022,9,kg
Distikstofoxide,RWZI Leimuiden,2022,551,kg
Koolstofdioxide,RWZI Leimuiden,2022,2892,kg CO₂-eq
Koolstofdioxide,RWZI Leimuiden,2022,2892,kg
Methaan,RWZI Leimuiden,2022,3284,kg
VOS,RWZI Leimuiden,2022,3292,kg
Methaan,RWZI Leimuiden,2022,91941,kg CO₂-eq
Distikstofoxide,RWZI Leimuiden,2022,146143,kg CO₂-eq
Koolstofdioxide,RWZI Leimuiden,2022,505670,kg CO₂-eq
Koolstofdioxide,RWZI Leimuiden,2022,505670,kg
Distikstofoxide,RWZI Lemmer,2022,1,kg CO₂-eq
Koolstofmonoxide,RWZI Lemmer,2022,1,kg
Stikstofoxiden (als NO2),RWZI Lemmer,2022,1,kg
Tolueen,RWZI Lemmer,2022,5,kg
Methaan,RWZI Lemmer,2022,6,kg CO₂-eq
NMVOS,RWZI Lemmer,2022,20,kg
Distikstofoxide,RWZI Lemmer,2022,1324,kg
Koolstofdioxide,RWZI Lemmer,2022,2022,kg CO₂-eq
Koolstofdioxide,RWZI Lemmer,2022,2022,kg
Methaan,RWZI Lemmer,2022,3005,kg
VOS,RWZI Lemmer,2022,3025,kg
Methaan,RWZI Lemmer,2022,84137,kg CO₂-eq
Distikstofoxide,RWZI Lemmer,2022,350777,kg CO₂-eq
Koolstofdioxide,RWZI Lemmer,2022,411189,kg CO₂-eq
Koolstofdioxide,RWZI Lemmer,2022,411189,kg
Methaan,RWZI Lichtenvoorde,2022,1,kg
VOS,RWZI Lichtenvoorde,2022,1,kg
Koolstofmonoxide,RWZI Lichtenvoorde,2022,2,kg
Stikstofoxiden (als NO2),RWZI Lichtenvoorde,2022,2,kg
Distikstofoxide,RWZI Lichtenvoorde,2022,3,kg CO₂-eq
Tolueen,RWZI Lichtenvoorde,2022,8,kg
Methaan,RWZI Lichtenvoorde,2022,15,kg CO₂-eq
NMVOS,RWZI Lichtenvoorde,2022,26,kg
Distikstofoxide,RWZI Lichtenvoorde,2022,2175,kg
Koolstofdioxide,RWZI Lichtenvoorde,2022,5459,kg CO₂-eq
Koolstofdioxide,RWZI Lichtenvoorde,2022,5459,kg
Methaan,RWZI Lichtenvoorde,2022,5885,kg
VOS,RWZI Lichtenvoorde,2022,5911,kg
Methaan,RWZI Lichtenvoorde,2022,164780,kg CO₂-eq
Distikstofoxide,RWZI Lichtenvoorde,2022,576357,kg CO₂-eq
Koolstofdioxide,RWZI Lichtenvoorde,2022,865859,kg CO₂-eq
Koolstofdioxide,RWZI Lichtenvoorde,2022,865859,kg
Methaan,RWZI Lisse,2022,1,kg
VOS,RWZI Lisse,2022,1,kg
Distikstofoxide,RWZI Lisse,2022,3,kg CO₂-eq
Koolstofmonoxide,RWZI Lisse,2022,3,kg
Stikstofoxiden (als NO2),RWZI Lisse,2022,3,kg
Tolueen,RWZI Lisse,2022,8,kg
Methaan,RWZI Lisse,2022,20,kg CO₂-eq
NMVOS,RWZI Lisse,2022,35,kg
Distikstofoxide,RWZI Lisse,2022,1992,kg
Methaan,RWZI Lisse,2022,5120,kg
VOS,RWZI Lisse,2022,5155,kg
Koolstofdioxide,RWZI Lisse,2022,6926,kg CO₂-eq
Koolstofdioxide,RWZI Lisse,2022,6926,kg
Methaan,RWZI Lisse,2022,143350,kg CO₂-eq
Distikstofoxide,RWZI Lisse,2022,527892,kg CO₂-eq
Koolstofdioxide,RWZI Lisse,2022,730764,kg CO₂-eq
Koolstofdioxide,RWZI Lisse,2022,730764,kg
Distikstofoxide,RWZI Loenen aan de Vecht,2022,1,kg CO₂-eq
Koolstofmonoxide,RWZI Loenen aan de Vecht,2022,1,kg
Stikstofoxiden (als NO2),RWZI Loenen aan de Vecht,2022,1,kg
Tolueen,RWZI Loenen aan de Vecht,2022,3,kg
Methaan,RWZI Loenen aan de Vecht,2022,4,kg CO₂-eq
NMVOS,RWZI Loenen aan de Vecht,2022,12,kg
Distikstofoxide,RWZI Loenen aan de Vecht,2022,778,kg
Koolstofdioxide,RWZI Loenen aan de Vecht,2022,1563,kg CO₂-eq
Koolstofdioxide,RWZI Loenen aan de Vecht,2022,1563,kg
Methaan,RWZI Loenen aan de Vecht,2022,1690,kg
VOS,RWZI Loenen aan de Vecht,2022,1702,kg
Methaan,RWZI Loenen aan de Vecht,2022,47330,kg CO₂-eq
Distikstofoxide,RWZI Loenen aan de Vecht,2022,206205,kg CO₂-eq
Koolstofdioxide,RWZI Loenen aan de Vecht,2022,219098,kg CO₂-eq
Koolstofdioxide,RWZI Loenen aan de Vecht,2022,219098,kg
Tolueen,RWZI Lopik,2022,6,kg
NMVOS,RWZI Lopik,2022,22,kg
Distikstofoxide,RWZI Lopik,2022,1306,kg
Methaan,RWZI Lopik,2022,4647,kg
VOS,RWZI Lopik,2022,4669,kg
Methaan,RWZI Lopik,2022,130110,kg CO₂-eq
Distikstofoxide,RWZI Lopik,2022,346101,kg CO₂-eq
Koolstofdioxide,RWZI Lopik,2022,680100,kg CO₂-eq
Koolstofdioxide,RWZI Lopik,2022,680100,kg
Distikstofoxide,RWZI Losser,2022,1,kg CO₂-eq
Koolstofmonoxide,RWZI Losser,2022,1,kg
Stikstofoxiden (als NO2),RWZI Losser,2022,1,kg
Tolueen,RWZI Losser,2022,7,kg
Methaan,RWZI Losser,2022,9,kg CO₂-eq
NMVOS,RWZI Losser,2022,29,kg
Distikstofoxide,RWZI Losser,2022,1657,kg
Koolstofdioxide,RWZI Losser,2022,3065,kg CO₂-eq
Koolstofdioxide,RWZI Losser,2022,3065,kg
Methaan,RWZI Losser,2022,4815,kg
VOS,RWZI Losser,2022,4844,kg
Methaan,RWZI Losser,2022,134821,kg CO₂-eq
Distikstofoxide,RWZI Losser,2022,439038,kg CO₂-eq
Koolstofdioxide,RWZI Losser,2022,679981,kg CO₂-eq
Koolstofdioxide,RWZI Losser,2022,679981,kg
Tolueen,RWZI Maarheeze,2022,8,kg
NMVOS,RWZI Maarheeze,2022,37,kg
Distikstofoxide,RWZI Maarheeze,2022,1611,kg
Methaan,RWZI Maarheeze,2022,4517,kg
VOS,RWZI Maarheeze,2022,4554,kg
Methaan,RWZI Maarheeze,2022,126489,kg CO₂-eq
Distikstofoxide,RWZI Maarheeze,2022,426795,kg CO₂-eq
Koolstofdioxide,RWZI Maarheeze,2022,638036,kg CO₂-eq
Koolstofdioxide,RWZI Maarheeze,2022,638036,kg
Tolueen,RWZI Maasbommel,2022,1,kg
NMVOS,RWZI Maasbommel,2022,4,kg
Distikstofoxide,RWZI Maasbommel,2022,281,kg
Methaan,RWZI Maasbommel,2022,560,kg
VOS,RWZI Maasbommel,2022,564,kg
Methaan,RWZI Maasbommel,2022,15682,kg CO₂-eq
Distikstofoxide,RWZI Maasbommel,2022,74434,kg CO₂-eq
Koolstofdioxide,RWZI Maasbommel,2022,77158,kg CO₂-eq
Koolstofdioxide,RWZI Maasbommel,2022,77158,kg
Benzeen,RWZI Maastricht-Bosscherveld,2022,1,kg
Methaan,RWZI Maastricht-Bosscherveld,2022,1,kg
VOS,RWZI Maastricht-Bosscherveld,2022,2,kg
Koolstofmonoxide,RWZI Maastricht-Bosscherveld,2022,5,kg
Stikstofoxiden (als NO2),RWZI Maastricht-Bosscherveld,2022,5,kg
Distikstofoxide,RWZI Maastricht-Bosscherveld,2022,6,kg CO₂-eq
Tolueen,RWZI Maastricht-Bosscherveld,2022,22,kg
Methaan,RWZI Maastricht-Bosscherveld,2022,35,kg CO₂-eq
NMVOS,RWZI Maastricht-Bosscherveld,2022,79,kg
Distikstofoxide,RWZI Maastricht-Bosscherveld,2022,5438,kg
Koolstofdioxide,RWZI Maastricht-Bosscherveld,2022,12408,kg CO₂-eq
Koolstofdioxide,RWZI Maastricht-Bosscherveld,2022,12408,kg
Methaan,RWZI Maastricht-Bosscherveld,2022,15350,kg
VOS,RWZI Maastricht-Bosscherveld,2022,15429,kg
Methaan,RWZI Maastricht-Bosscherveld,2022,429806,kg CO₂-eq
Distikstofoxide,RWZI Maastricht-Bosscherveld,2022,1441011,kg CO₂-eq
Koolstofdioxide,RWZI Maastricht-Bosscherveld,2022,2307003,kg CO₂-eq
Koolstofdioxide,RWZI Maastricht-Bosscherveld,2022,2307003,kg
Benzeen,RWZI Maastricht-Limmel,2022,1,kg
Formaldehyde,RWZI Maastricht-Limmel,2022,1,kg
Distikstofoxide,RWZI Maastricht-Limmel,2022,2,kg
Elementair koolstof (EC2.5),RWZI Maastricht-Limmel,2022,2,kg
Etheen,RWZI Maastricht-Limmel,2022,22,kg
Tolueen,RWZI Maastricht-Limmel,2022,34,kg
Fijnstof (PM10),RWZI Maastricht-Limmel,2022,45,kg
"Fijnstof (PM2,5)",RWZI Maastricht-Limmel,2022,45,kg
TSP (Totaal stof),RWZI Maastricht-Limmel,2022,45,kg
Methaan,RWZI Maastricht-Limmel,2022,112,kg
NMVOS,RWZI Maastricht-Limmel,2022,145,kg
NMVOS,RWZI Maastricht-Limmel,2022,151,kg
Zwaveloxiden (als SO2),RWZI Maastricht-Limmel,2022,224,kg
VOS,RWZI Maastricht-Limmel,2022,336,kg
Koolstofmonoxide,RWZI Maastricht-Limmel,2022,448,kg
Distikstofoxide,RWZI Maastricht-Limmel,2022,594,kg CO₂-eq
Stikstofoxiden (als NO2),RWZI Maastricht-Limmel,2022,1790,kg
Methaan,RWZI Maastricht-Limmel,2022,3136,kg CO₂-eq
Distikstofoxide,RWZI Maastricht-Limmel,2022,8388,kg
Methaan,RWZI Maastricht-Limmel,2022,16241,kg
VOS,RWZI Maastricht-Limmel,2022,16241,kg
Methaan,RWZI Maastricht-Limmel,2022,27035,kg
VOS,RWZI Maastricht-Limmel,2022,27186,kg
Methaan,RWZI Maastricht-Limmel,2022,454761,kg CO₂-eq
Methaan,RWZI Maastricht-Limmel,2022,756976,kg CO₂-eq
Koolstofdioxide,RWZI Maastricht-Limmel,2022,1885155,kg CO₂-eq
Koolstofdioxide,RWZI Maastricht-Limmel,2022,1885155,kg
Distikstofoxide,RWZI Maastricht-Limmel,2022,2222776,kg CO₂-eq
Koolstofdioxide,RWZI Maastricht-Limmel,2022,2587911,kg CO₂-eq
Koolstofdioxide,RWZI Maastricht-Limmel,2022,2587911,kg
Methaan,RWZI Marum,2022,2,kg CO₂-eq
Tolueen,RWZI Marum,2022,2,kg
NMVOS,RWZI Marum,2022,11,kg
Distikstofoxide,RWZI Marum,2022,506,kg
Koolstofdioxide,RWZI Marum,2022,776,kg CO₂-eq
Koolstofdioxide,RWZI Marum,2022,776,kg
Methaan,RWZI Marum,2022,1572,kg
VOS,RWZI Marum,2022,1583,kg
Methaan,RWZI Marum,2022,44023,kg CO₂-eq
Distikstofoxide,RWZI Marum,2022,134014,kg CO₂-eq
Koolstofdioxide,RWZI Marum,2022,208408,kg CO₂-eq
Koolstofdioxide,RWZI Marum,2022,208408,kg
Tolueen,RWZI Mastgat,2022,3,kg
NMVOS,RWZI Mastgat,2022,20,kg
Distikstofoxide,RWZI Mastgat,2022,923,kg
Methaan,RWZI Mastgat,2022,1889,kg
VOS,RWZI Mastgat,2022,1909,kg
Methaan,RWZI Mastgat,2022,52893,kg CO₂-eq
Distikstofoxide,RWZI Mastgat,2022,244727,kg CO₂-eq
Koolstofdioxide,RWZI Mastgat,2022,255759,kg CO₂-eq
Koolstofdioxide,RWZI Mastgat,2022,255759,kg
Tolueen,RWZI Meijel,2022,2,kg
NMVOS,RWZI Meijel,2022,8,kg
Distikstofoxide,RWZI Meijel,2022,557,kg
Methaan,RWZI Meijel,2022,922,kg
VOS,RWZI Meijel,2022,930,kg
Methaan,RWZI Meijel,2022,25819,kg CO₂-eq
Koolstofdioxide,RWZI Meijel,2022,131083,kg CO₂-eq
Koolstofdioxide,RWZI Meijel,2022,131083,kg
Distikstofoxide,RWZI Meijel,2022,147544,kg CO₂-eq
Benzeen,RWZI Meppel,2022,1,kg
Methaan,RWZI Meppel,2022,1,kg
VOS,RWZI Meppel,2022,1,kg
Koolstofmonoxide,RWZI Meppel,2022,4,kg
Stikstofoxiden (als NO2),RWZI Meppel,2022,4,kg
Distikstofoxide,RWZI Meppel,2022,5,kg CO₂-eq
Tolueen,RWZI Meppel,2022,26,kg
Methaan,RWZI Meppel,2022,30,kg CO₂-eq
NMVOS,RWZI Meppel,2022,90,kg
Distikstofoxide,RWZI Meppel,2022,5496,kg
Koolstofdioxide,RWZI Meppel,2022,10670,kg CO₂-eq
Koolstofdioxide,RWZI Meppel,2022,10670,kg
Methaan,RWZI Meppel,2022,18851,kg
VOS,RWZI Meppel,2022,18940,kg
Methaan,RWZI Meppel,2022,527818,kg CO₂-eq
Distikstofoxide,RWZI Meppel,2022,1456408,kg CO₂-eq
Koolstofdioxide,RWZI Meppel,2022,2771198,kg CO₂-eq
Koolstofdioxide,RWZI Meppel,2022,2771198,kg
Tolueen,RWZI Millingen,2022,3,kg
NMVOS,RWZI Millingen,2022,10,kg
Distikstofoxide,RWZI Millingen,2022,680,kg
Methaan,RWZI Millingen,2022,2139,kg
VOS,RWZI Millingen,2022,2149,kg
Methaan,RWZI Millingen,2022,59894,kg CO₂-eq
Distikstofoxide,RWZI Millingen,2022,180229,kg CO₂-eq
Koolstofdioxide,RWZI Millingen,2022,312123,kg CO₂-eq
Koolstofdioxide,RWZI Millingen,2022,312123,kg
Methaan,RWZI Montfoort,2022,1,kg CO₂-eq
Tolueen,RWZI Montfoort,2022,4,kg
NMVOS,RWZI Montfoort,2022,19,kg
Koolstofdioxide,RWZI Montfoort,2022,234,kg CO₂-eq
Koolstofdioxide,RWZI Montfoort,2022,234,kg
Distikstofoxide,RWZI Montfoort,2022,1107,kg
Methaan,RWZI Montfoort,2022,2413,kg
VOS,RWZI Montfoort,2022,2433,kg
Methaan,RWZI Montfoort,2022,67569,kg CO₂-eq
Distikstofoxide,RWZI Montfoort,2022,293295,kg CO₂-eq
Koolstofdioxide,RWZI Montfoort,2022,318076,kg CO₂-eq
Koolstofdioxide,RWZI Montfoort,2022,318076,kg
Benzeen,RWZI Nieuwe Waterweg,2022,1,kg
Etheen,RWZI Nieuwe Waterweg,2022,1,kg
Fijnstof (PM10),RWZI Nieuwe Waterweg,2022,3,kg
"Fijnstof (PM2,5)",RWZI Nieuwe Waterweg,2022,3,kg
TSP (Totaal stof),RWZI Nieuwe Waterweg,2022,3,kg
NMVOS,RWZI Nieuwe Waterweg,2022,9,kg
Methaan,RWZI Nieuwe Waterweg,2022,11,kg
Zwaveloxiden (als SO2),RWZI Nieuwe Waterweg,2022,12,kg
VOS,RWZI Nieuwe Waterweg,2022,25,kg
Tolueen,RWZI Nieuwe Waterweg,2022,26,kg
Koolstofmonoxide,RWZI Nieuwe Waterweg,2022,43,kg
Distikstofoxide,RWZI Nieuwe Waterweg,2022,54,kg CO₂-eq
Stikstofoxiden (als NO2),RWZI Nieuwe Waterweg,2022,116,kg
NMVOS,RWZI Nieuwe Waterweg,2022,130,kg
Methaan,RWZI Nieuwe Waterweg,2022,302,kg CO₂-eq
Distikstofoxide,RWZI Nieuwe Waterweg,2022,6440,kg
Methaan,RWZI Nieuwe Waterweg,2022,29947,kg
VOS,RWZI Nieuwe Waterweg,2022,30077,kg
Koolstofdioxide,RWZI Nieuwe Waterweg,2022,149969,kg CO₂-eq
Koolstofdioxide,RWZI Nieuwe Waterweg,2022,149969,kg
Methaan,RWZI Nieuwe Waterweg,2022,838509,kg CO₂-eq
Koolstofdioxide,RWZI Nieuwe Waterweg,2022,957916,kg CO₂-eq
Koolstofdioxide,RWZI Nieuwe Waterweg,2022,957916,kg
Distikstofoxide,RWZI Nieuwe Waterweg,2022,1706523,kg CO₂-eq
Methaan,RWZI Nieuwe Wetering,2022,1,kg
VOS,RWZI Nieuwe Wetering,2022,1,kg
Koolstofmonoxide,RWZI Nieuwe Wetering,2022,2,kg
Stikstofoxiden (als NO2),RWZI Nieuwe Wetering,2022,2,kg
Distikstofoxide,RWZI Nieuwe Wetering,2022,3,kg CO₂-eq
Tolueen,RWZI Nieuwe Wetering,2022,8,kg
Methaan,RWZI Nieuwe Wetering,2022,18,kg CO₂-eq
NMVOS,RWZI Nieuwe Wetering,2022,27,kg
Distikstofoxide,RWZI Nieuwe Wetering,2022,1699,kg
Methaan,RWZI Nieuwe Wetering,2022,6275,kg
VOS,RWZI Nieuwe Wetering,2022,6302,kg
Koolstofdioxide,RWZI Nieuwe Wetering,2022,6316,kg CO₂-eq
Koolstofdioxide,RWZI Nieuwe Wetering,2022,6316,kg
Methaan,RWZI Nieuwe Wetering,2022,175687,kg CO₂-eq
Distikstofoxide,RWZI Nieuwe Wetering,2022,450234,kg CO₂-eq
Koolstofdioxide,RWZI Nieuwe Wetering,2022,932830,kg CO₂-eq
Koolstofdioxide,RWZI Nieuwe Wetering,2022,932830,kg
Benzeen,RWZI Nieuwegein,2022,1,kg
Formaldehyde,RWZI Nieuwegein,2022,2,kg
Elementair koolstof (EC2.5),RWZI Nieuwegein,2022,4,kg
Distikstofoxide,RWZI Nieuwegein,2022,5,kg
Tolueen,RWZI Nieuwegein,2022,33,kg
Etheen,RWZI Nieuwegein,2022,54,kg
Fijnstof (PM10),RWZI Nieuwegein,2022,108,kg
"Fijnstof (PM2,5)",RWZI Nieuwegein,2022,108,kg
TSP (Totaal stof),RWZI Nieuwegein,2022,108,kg
NMVOS,RWZI Nieuwegein,2022,142,kg
Methaan,RWZI Nieuwegein,2022,271,kg
NMVOS,RWZI Nieuwegein,2022,352,kg
Zwaveloxiden (als SO2),RWZI Nieuwegein,2022,542,kg
VOS,RWZI Nieuwegein,2022,813,kg
Koolstofmonoxide,RWZI Nieuwegein,2022,1084,kg
Distikstofoxide,RWZI Nieuwegein,2022,1436,kg CO₂-eq
Stikstofoxiden (als NO2),RWZI Nieuwegein,2022,4334,kg
Methaan,RWZI Nieuwegein,2022,7586,kg CO₂-eq
Distikstofoxide,RWZI Nieuwegein,2022,8294,kg
Methaan,RWZI Nieuwegein,2022,20130,kg
VOS,RWZI Nieuwegein,2022,20272,kg
Methaan,RWZI Nieuwegein,2022,563644,kg CO₂-eq
Koolstofdioxide,RWZI Nieuwegein,2022,1261398,kg CO₂-eq
Koolstofdioxide,RWZI Nieuwegein,2022,1261398,kg
Distikstofoxide,RWZI Nieuwegein,2022,2198033,kg CO₂-eq
Koolstofdioxide,RWZI Nieuwegein,2022,4562094,kg CO₂-eq
Koolstofdioxide,RWZI Nieuwegein,2022,4562094,kg
Benzeen,RWZI Nieuwgraaf,2022,2,kg
Formaldehyde,RWZI Nieuwgraaf,2022,2,kg
Elementair koolstof (EC2.5),RWZI Nieuwgraaf,2022,5,kg
Distikstofoxide,RWZI Nieuwgraaf,2022,6,kg
Etheen,RWZI Nieuwgraaf,2022,57,kg
Tolueen,RWZI Nieuwgraaf,2022,70,kg
Fijnstof (PM10),RWZI Nieuwgraaf,2022,114,kg
"Fijnstof (PM2,5)",RWZI Nieuwgraaf,2022,114,kg
TSP (Totaal stof),RWZI Nieuwgraaf,2022,114,kg
NMVOS,RWZI Nieuwgraaf,2022,268,kg
Methaan,RWZI Nieuwgraaf,2022,284,kg
NMVOS,RWZI Nieuwgraaf,2022,369,kg
Zwaveloxiden (als SO2),RWZI Nieuwgraaf,2022,568,kg
VOS,RWZI Nieuwgraaf,2022,852,kg
Koolstofmonoxide,RWZI Nieuwgraaf,2022,1137,kg
Distikstofoxide,RWZI Nieuwgraaf,2022,1506,kg CO₂-eq
Stikstofoxiden (als NO2),RWZI Nieuwgraaf,2022,4542,kg
Methaan,RWZI Nieuwgraaf,2022,7957,kg CO₂-eq
Distikstofoxide,RWZI Nieuwgraaf,2022,17084,kg
Methaan,RWZI Nieuwgraaf,2022,42165,kg
VOS,RWZI Nieuwgraaf,2022,42433,kg
Methaan,RWZI Nieuwgraaf,2022,1180627,kg CO₂-eq
Distikstofoxide,RWZI Nieuwgraaf,2022,4527153,kg CO₂-eq
Koolstofdioxide,RWZI Nieuwgraaf,2022,4782601,kg CO₂-eq
Koolstofdioxide,RWZI Nieuwgraaf,2022,4782601,kg
Koolstofdioxide,RWZI Nieuwgraaf,2022,7773383,kg CO₂-eq
Koolstofdioxide,RWZI Nieuwgraaf,2022,7773383,kg
Methaan,RWZI Nieuwveen,2022,1,kg
VOS,RWZI Nieuwveen,2022,1,kg
Distikstofoxide,RWZI Nieuwveen,2022,2,kg CO₂-eq
Koolstofmonoxide,RWZI Nieuwveen,2022,2,kg
Stikstofoxiden (als NO2),RWZI Nieuwveen,2022,2,kg
Tolueen,RWZI Nieuwveen,2022,8,kg
Methaan,RWZI Nieuwveen,2022,15,kg CO₂-eq
NMVOS,RWZI Nieuwveen,2022,32,kg
Distikstofoxide,RWZI Nieuwveen,2022,1781,kg
Koolstofdioxide,RWZI Nieuwveen,2022,5311,kg CO₂-eq
Koolstofdioxide,RWZI Nieuwveen,2022,5311,kg
Methaan,RWZI Nieuwveen,2022,6272,kg
VOS,RWZI Nieuwveen,2022,6304,kg
Methaan,RWZI Nieuwveen,2022,175605,kg CO₂-eq
Distikstofoxide,RWZI Nieuwveen,2022,472061,kg CO₂-eq
Koolstofdioxide,RWZI Nieuwveen,2022,900730,kg CO₂-eq
Koolstofdioxide,RWZI Nieuwveen,2022,900730,kg
Benzeen,RWZI Nieuwveer,2022,3,kg
Formaldehyde,RWZI Nieuwveer,2022,3,kg
Elementair koolstof (EC2.5),RWZI Nieuwveer,2022,7,kg
Distikstofoxide,RWZI Nieuwveer,2022,9,kg
Methaan,RWZI Nieuwveer,2022,16,kg
VOS,RWZI Nieuwveer,2022,16,kg
Etheen,RWZI Nieuwveer,2022,90,kg
Tolueen,RWZI Nieuwveer,2022,95,kg
Fijnstof (PM10),RWZI Nieuwveer,2022,181,kg
"Fijnstof (PM2,5)",RWZI Nieuwveer,2022,181,kg
TSP (Totaal stof),RWZI Nieuwveer,2022,181,kg
NMVOS,RWZI Nieuwveer,2022,384,kg
Methaan,RWZI Nieuwveer,2022,444,kg CO₂-eq
Methaan,RWZI Nieuwveer,2022,452,kg
NMVOS,RWZI Nieuwveer,2022,588,kg
Zwaveloxiden (als SO2),RWZI Nieuwveer,2022,905,kg
VOS,RWZI Nieuwveer,2022,1357,kg
Koolstofmonoxide,RWZI Nieuwveer,2022,1809,kg
Distikstofoxide,RWZI Nieuwveer,2022,2397,kg CO₂-eq
Stikstofoxiden (als NO2),RWZI Nieuwveer,2022,7237,kg
Methaan,RWZI Nieuwveer,2022,12666,kg CO₂-eq
Distikstofoxide,RWZI Nieuwveer,2022,21182,kg
Methaan,RWZI Nieuwveer,2022,59437,kg
VOS,RWZI Nieuwveer,2022,59821,kg
Methaan,RWZI Nieuwveer,2022,1664242,kg CO₂-eq
Distikstofoxide,RWZI Nieuwveer,2022,5613249,kg CO₂-eq
Koolstofdioxide,RWZI Nieuwveer,2022,7617457,kg CO₂-eq
Koolstofdioxide,RWZI Nieuwveer,2022,7617457,kg
Koolstofdioxide,RWZI Nieuwveer,2022,7915196,kg CO₂-eq
Koolstofdioxide,RWZI Nieuwveer,2022,7915196,kg
Benzeen,RWZI Nijkerk,2022,1,kg
Tolueen,RWZI Nijkerk,2022,29,kg
NMVOS,RWZI Nijkerk,2022,95,kg
Distikstofoxide,RWZI Nijkerk,2022,6643,kg
Methaan,RWZI Nijkerk,2022,18144,kg
VOS,RWZI Nijkerk,2022,18239,kg
Methaan,RWZI Nijkerk,2022,508038,kg CO₂-eq
Distikstofoxide,RWZI Nijkerk,2022,1760364,kg CO₂-eq
Koolstofdioxide,RWZI Nijkerk,2022,2651432,kg CO₂-eq
Koolstofdioxide,RWZI Nijkerk,2022,2651432,kg
Benzeen,RWZI Nijverdal,2022,1,kg
Methaan,RWZI Nijverdal,2022,1,kg
VOS,RWZI Nijverdal,2022,1,kg
Koolstofmonoxide,RWZI Nijverdal,2022,2,kg
Stikstofoxiden (als NO2),RWZI Nijverdal,2022,2,kg
Distikstofoxide,RWZI Nijverdal,2022,3,kg CO₂-eq
Methaan,RWZI Nijverdal,2022,17,kg CO₂-eq
Tolueen,RWZI Nijverdal,2022,20,kg
NMVOS,RWZI Nijverdal,2022,61,kg
Distikstofoxide,RWZI Nijverdal,2022,4828,kg
Koolstofdioxide,RWZI Nijverdal,2022,5928,kg CO₂-eq
Koolstofdioxide,RWZI Nijverdal,2022,5928,kg
Methaan,RWZI Nijverdal,2022,15898,kg
VOS,RWZI Nijverdal,2022,15959,kg
Methaan,RWZI Nijverdal,2022,445142,kg CO₂-eq
Distikstofoxide,RWZI Nijverdal,2022,1279461,kg CO₂-eq
Koolstofdioxide,RWZI Nijverdal,2022,2219185,kg CO₂-eq
Koolstofdioxide,RWZI Nijverdal,2022,2219185,kg
Benzeen,RWZI Noordwijk,2022,1,kg
Methaan,RWZI Noordwijk,2022,1,kg
VOS,RWZI Noordwijk,2022,1,kg
Koolstofmonoxide,RWZI Noordwijk,2022,3,kg
Stikstofoxiden (als NO2),RWZI Noordwijk,2022,3,kg
Distikstofoxide,RWZI Noordwijk,2022,4,kg CO₂-eq
Tolueen,RWZI Noordwijk,2022,20,kg
Methaan,RWZI Noordwijk,2022,22,kg CO₂-eq
NMVOS,RWZI Noordwijk,2022,73,kg
Distikstofoxide,RWZI Noordwijk,2022,5033,kg
Koolstofdioxide,RWZI Noordwijk,2022,7664,kg CO₂-eq
Koolstofdioxide,RWZI Noordwijk,2022,7664,kg
Methaan,RWZI Noordwijk,2022,13646,kg
VOS,RWZI Noordwijk,2022,13719,kg
Methaan,RWZI Noordwijk,2022,382078,kg CO₂-eq
Distikstofoxide,RWZI Noordwijk,2022,1333643,kg CO₂-eq
Koolstofdioxide,RWZI Noordwijk,2022,2004387,kg CO₂-eq
Koolstofdioxide,RWZI Noordwijk,2022,2004387,kg
Methaan,RWZI Numansdorp,2022,1,kg
VOS,RWZI Numansdorp,2022,1,kg
Distikstofoxide,RWZI Numansdorp,2022,2,kg CO₂-eq
Koolstofmonoxide,RWZI Numansdorp,2022,2,kg
Stikstofoxiden (als NO2),RWZI Numansdorp,2022,2,kg
Tolueen,RWZI Numansdorp,2022,5,kg
Methaan,RWZI Numansdorp,2022,15,kg CO₂-eq
NMVOS,RWZI Numansdorp,2022,28,kg
Distikstofoxide,RWZI Numansdorp,2022,1326,kg
Methaan,RWZI Numansdorp,2022,2844,kg
VOS,RWZI Numansdorp,2022,2872,kg
Koolstofdioxide,RWZI Numansdorp,2022,5247,kg CO₂-eq
Koolstofdioxide,RWZI Numansdorp,2022,5247,kg
Methaan,RWZI Numansdorp,2022,79627,kg CO₂-eq
